City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
47,Krasnoselkup,RU,76.51,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
48,Esperance,AU,67.84,broken clouds,-33.8667,121.9,Hospitality Esperance
49,Nkoteng,CM,69.69,overcast clouds,4.5167,12.0333,Résidence OOCLO-Cannelle
50,Korla,CN,88.57,overcast clouds,41.7597,86.1469,Gulisitan Hotel
51,Raudeberg,NO,62.2,overcast clouds,61.9875,5.1352,Nordre Silda.
52,East London,ZA,63.54,clear sky,-33.0153,27.9116,Tu Casa
53,Kaseda,JP,80.94,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
54,Hilo,US,74.8,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
55,Upernavik,GL,34.66,broken clouds,72.7868,-56.1549,Gina's Guesthouse - Upernavik
57,Victoria,HK,89.65,overcast clouds,22.2855,114.1577,Mini Hotel Central
58,Vaini,TO,68.16,scattered clouds,-21.2,-175.2,Keleti Beach Resort
59,Stornoway,GB,61.93,scattered clouds,58.2093,-6.3865,Caladh Inn
60,Khatanga,RU,60.6,overcast clouds,71.9667,102.5,"Gostinitsa ""Zapolyar'ye"""
61,Mount Gambier,AU,55.31,overcast clouds,-37.8333,140.7667,The Commodore
62,Dudinka,RU,73.4,few clouds,69.4058,86.1778,Hotel Viktoria
63,Ushuaia,AR,35.26,light snow,-54.8,-68.3,Albatros Hotel
64,Sinnamary,GF,76.77,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
65,Kapaa,US,82.38,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
66,Cidreira,BR,59.02,clear sky,-30.1811,-50.2056,Hotel Castelo
68,Haverfordwest,GB,60.55,overcast clouds,51.8017,-4.9691,Coastal Cottages of Pembrokeshire
71,Mataura,NZ,37.47,light rain,-46.1927,168.8643,Ellie's Villa
72,Rincon,US,78.84,few clouds,32.296,-81.2354,Days Inn Rincon
73,Mahebourg,MU,72.25,light intensity shower rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
74,Jamestown,US,66.72,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
75,Belle Fourche,US,72.32,clear sky,44.6714,-103.8522,Kings Inn
76,Hermanus,ZA,55.9,overcast clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
77,Karratha,AU,76.66,clear sky,-20.7377,116.8463,ibis Styles Karratha
78,Dingle,PH,86.61,light rain,10.9995,122.6711,SEGAYA PROPERTY
79,Coracao De Jesus,BR,57.83,overcast clouds,-16.6853,-44.365,Hotel Neves
80,Moose Factory,CA,51.8,clear sky,51.2585,-80.6094,Moosonee Lilypad
81,Cape Town,ZA,56.12,fog,-33.9258,18.4232,Southern Sun Waterfront Cape Town
82,Nhulunbuy,AU,81.21,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
83,Avarua,CK,73.45,overcast clouds,-21.2078,-159.775,Paradise Inn
84,Codrington,AU,56.14,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
85,Fairbanks,US,61.09,light rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
87,Butaritari,KI,82.83,clear sky,3.0707,172.7902,Isles Sunset Lodge
88,Araria,IN,83.48,overcast clouds,26.15,87.5167,Ravin Hotel
90,Grand Gaube,MU,71.38,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
92,Bethel,US,73.51,light rain,41.3712,-73.414,Courtyard by Marriott Danbury
93,Pozo Colorado,PY,68.11,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
94,Tuatapere,NZ,37.81,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
95,Guerrero Negro,MX,70.45,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
96,Norman Wells,CA,44.64,broken clouds,65.282,-126.8329,Heritage Hotel
97,Pacifica,US,67.98,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
98,Iqaluit,CA,44.33,broken clouds,63.7506,-68.5145,Frobisher Inn
100,Cherskiy,RU,66.0,broken clouds,68.75,161.3,Gostinitsa
101,Ponta Do Sol,PT,73.0,broken clouds,32.6667,-17.1,Hotel do Campo
103,Nishihara,JP,85.66,light rain,26.1842,127.7558,Minshuku Agaihama
105,Pinas,EC,62.62,broken clouds,-3.6667,-79.65,Hostería Florecer
106,Dunedin,NZ,45.81,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
107,Alofi,NU,73.29,broken clouds,-19.0595,-169.9187,Taloa Heights
108,Damietta,EG,84.67,clear sky,31.4165,31.8133,SULIMAN INN
109,Hamilton,US,72.88,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
110,Songadh,IN,88.23,broken clouds,21.1667,73.5667,SPOT ON 61520 Shivam Guest House
111,Ayan,RU,58.44,clear sky,56.45,138.1667,Gostinitsa
112,Tigil,RU,54.43,scattered clouds,57.8,158.6667,Tigil'
113,Basco,PH,83.88,moderate rain,20.4487,121.9702,Nathaniel's Lodge
114,Smidovich,RU,51.84,overcast clouds,48.6,133.8167,Gostinnitsa
115,Tamandare,BR,73.09,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
116,Yellowknife,CA,52.32,broken clouds,62.456,-114.3525,The Explorer Hotel
117,Kutum,SD,68.67,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
118,Padang,ID,87.85,broken clouds,-0.9492,100.3543,Mercure Padang
120,Shakiso,ET,70.93,broken clouds,5.75,38.9167,Bealu Girma Hottel
121,Storslett,NO,67.64,broken clouds,69.7678,21.0247,Reisafjord Hotel AS
122,Campbellton,CA,63.05,broken clouds,48.0075,-66.6727,Super 8 by Wyndham Campbellton NB
123,Vestmannaeyjar,IS,55.2,overcast clouds,63.4427,-20.2734,Glamping & Camping
124,Hambantota,LK,88.14,broken clouds,6.1241,81.1185,Bungalow 63
125,Geraldton,AU,72.01,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
126,Loandjili,CG,69.91,mist,-4.7561,11.8578,Résidence ARCHANGE
127,Kaitangata,NZ,38.52,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
128,Tual,ID,80.37,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
129,Atikokan,CA,51.73,overcast clouds,48.7555,-91.6216,Quetico Inn (formerly Radisson)
130,Sorland,NO,57.15,clear sky,67.667,12.6934,Sjybrygga fiskecamp
131,Port Alfred,ZA,67.91,scattered clouds,-33.5906,26.891,The Halyards Hotel
132,Garissa,KE,81.52,broken clouds,-0.4536,39.6401,Sharif Plaza Hotel
133,San Patricio,US,85.86,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
134,Canon City,US,73.38,clear sky,38.441,-105.2424,Travel Inn Motel
135,Hithadhoo,MV,82.54,overcast clouds,-0.6,73.0833,Scoop Guest House
136,Monze,ZM,68.63,clear sky,-16.2833,27.4833,Fay terry lodge
137,Rio Cuarto,AR,43.83,broken clouds,-33.1307,-64.3499,Grand Hotel Río Cuarto
138,Marystown,CA,63.55,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
139,Waipawa,NZ,43.43,light rain,-41.4122,175.5153,Tora Coastal Walk
140,Smithers,CA,57.52,clear sky,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
141,Waddan,LY,87.39,clear sky,29.1614,16.139,محل الشريف محمد العايب
142,Beringovskiy,RU,43.88,light rain,63.05,179.3167,Beringgorski
143,Airai,TL,71.67,broken clouds,-8.9266,125.4092,Juvinal Martin
145,Thompson,CA,62.76,mist,55.7435,-97.8558,Burntwood Hotel
146,Plettenberg Bay,ZA,59.58,broken clouds,-34.0527,23.3716,Thanda Vista B&B
147,Conceicao Do Araguaia,BR,75.33,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
148,Jalu,LY,83.62,clear sky,29.0331,21.5482,صاحبة الفخامة
149,Broome,US,69.04,clear sky,42.2506,-75.833,Chenango Valley State Park
151,Ilulissat,GL,39.22,overcast clouds,69.2167,-51.1,Hotel Arctic
152,Bredasdorp,ZA,45.72,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
153,Pangnirtung,CA,42.8,light rain,66.1451,-65.7125,Kilabuk Lodge
154,Bambous Virieux,MU,71.22,light intensity shower rain,-20.3428,57.7575,Casa Tia Villa
156,Neya,RU,71.49,moderate rain,58.2972,43.8681,Gostinitsa
157,College,US,60.78,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
159,Saint George,US,82.54,haze,37.1041,-113.5841,Best Western Plus Abbey Inn
160,Barrow,US,37.42,overcast clouds,71.2906,-156.7887,King Eider Inn
163,Novyy Urengoy,RU,77.86,clear sky,66.0833,76.6333,Apartments Moy Dom na Gubkina
164,Ulaanbaatar,MN,64.53,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
165,Chapais,CA,46.18,clear sky,49.7834,-74.8492,Hôtel Opémiska
166,Vila Franca Do Campo,PT,68.41,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
168,Naze,JP,81.52,overcast clouds,28.3667,129.4833,Amami Port Tower Hotel
169,Longyearbyen,SJ,44.44,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
170,Laguna,US,82.24,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
171,Arraial Do Cabo,BR,67.03,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
172,New Norfolk,AU,54.9,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
173,Wilmington,US,78.85,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
178,Raduzhnyy,RU,80.33,scattered clouds,62.0961,77.475,Gostiny Dvor Evgeniya
179,Mar Del Plata,AR,48.22,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
180,Hobart,AU,55.26,few clouds,-42.8794,147.3294,Mantra on Collins Hobart
181,La Ronge,CA,55.65,scattered clouds,55.1001,-105.2842,Northland Motor Hotel
182,Beira,MZ,66.29,fog,-19.8436,34.8389,Beira Terrace Hotel
183,Strathmore,CA,67.39,overcast clouds,51.0501,-113.3852,Wheatland Hotel
184,Asau,RO,71.96,broken clouds,46.4333,26.4,Casa Mika Ciobanus
185,Tooele,US,70.83,clear sky,40.5308,-112.2983,"Holiday Inn Express & Suites Tooele, an IHG Hotel"
186,Lixourion,GR,77.0,clear sky,38.2019,20.4314,Hotel Summery
187,Kiama,AU,60.39,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
189,Cayenne,GF,78.1,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
190,Coquimbo,CL,51.53,light intensity drizzle,-29.9533,-71.3436,Punto de encuentro
191,Kununurra,AU,85.98,clear sky,-15.7667,128.7333,Hotel Kununurra
192,Port Hardy,CA,57.38,overcast clouds,50.6996,-127.4199,Airport Inn
193,Allende,MX,79.57,clear sky,25.2833,-100.0167,Ecovergel Hotel Boutique
194,Abyek,IR,89.2,clear sky,36.0667,50.55,kaspian sanat navrd sina(لوله مبلی سینا)
196,Popondetta,PG,81.77,broken clouds,-8.7537,148.2534,Timos Transit House
197,Caborca,MX,76.41,broken clouds,30.5838,-111.101,Hotel Los Lagos
198,Kodiak,US,52.11,light rain,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
199,Ribeira Grande,PT,68.4,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
200,Ishigaki,JP,82.53,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
201,Hammerfest,NO,66.65,clear sky,70.6634,23.6821,Skytterhuset
202,Dawei,MM,84.9,broken clouds,14.0833,98.2,Hotel Dawei
203,Waingapu,ID,84.99,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
204,Margate,GB,60.51,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
206,Horsham,GB,61.25,few clouds,51.064,-0.3272,Springfields Hotel
207,Shimoda,JP,89.71,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
208,Unity,CA,61.25,overcast clouds,52.4501,-109.1682,Greenhead Motel & RV Park
209,Nemuro,JP,57.63,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
211,Auki,SB,77.83,overcast clouds,-8.7676,160.7034,Auki Motel
212,Noyemberyan,AM,81.79,clear sky,41.1724,44.9992,Ապրելատեղ
213,Salalah,OM,78.89,haze,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
214,San Jose,US,69.08,smoke,37.3394,-121.895,The Westin San Jose
215,Fereydun Kenar,IR,89.91,clear sky,36.6864,52.5225,Khezer Shahr Tourist Hotel
216,Matara,LK,82.63,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
217,Kruisfontein,ZA,62.24,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
218,Severo-Kurilsk,RU,56.53,scattered clouds,50.6789,156.125,Апартаменты/Квартиры посуточно
219,Saint-Philippe,RE,79.21,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
220,Rawson,AR,44.56,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
221,Los Llanos De Aridane,ES,71.35,broken clouds,28.6585,-17.9182,Valle Aridane
222,Ballina,AU,66.38,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
224,Torbay,CA,67.68,light intensity shower rain,47.6666,-52.7314,Gallows Cove
225,Fukue,JP,79.16,mist,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
226,Constitucion,CL,45.1,broken clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
228,Lata,PT,59.81,clear sky,40.1629,-8.3327,Casa Maquia
230,Chernyshevskiy,RU,64.72,overcast clouds,63.0128,112.4714,Chernyseyskiy
231,Meulaboh,ID,86.61,overcast clouds,4.1363,96.1285,Kost Pria
232,Rapid City,US,73.09,clear sky,44.0805,-103.231,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton"
233,Anadyr,RU,57.7,clear sky,64.75,177.4833,"Гостиница ""Анадырь"""
234,Nieves,PH,88.61,overcast clouds,15.3274,120.9485,Bill's Inn
235,Sao Felix Do Xingu,BR,69.01,clear sky,-6.6447,-51.995,Rio Xingu Camping
236,Marsa Matruh,EG,83.26,clear sky,31.3525,27.2453,Beau Site
237,Yeppoon,AU,76.78,clear sky,-23.1333,150.7333,Villa Mar Colina
238,Calvinia,ZA,57.69,clear sky,-31.4707,19.776,Die Lemoenhuis
239,High Level,CA,55.51,overcast clouds,58.5169,-117.136,Days Inn by Wyndham High Level
240,Coahuayana,MX,76.15,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
241,Port Blair,IN,86.09,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
242,Manta,EC,71.38,overcast clouds,-0.95,-80.7333,Balandra Hotel
243,Palana,RU,50.43,clear sky,59.1167,159.9667,Chikago
244,Coromandel,BR,56.79,clear sky,-18.4733,-47.2003,Hotel Dona Adélia
245,Chokwe,MZ,69.4,clear sky,-24.5333,32.9833,Complexo Sonho Real
246,Bridlington,GB,60.3,light rain,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
247,Lorengau,PG,84.42,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
248,Sioux Lookout,CA,61.18,clear sky,50.1001,-91.917,Knobby's Fly-In Camps
250,The Pas,CA,64.42,mist,53.8251,-101.2541,Wescana Inn
253,Narsaq,GL,46.62,overcast clouds,60.9167,-46.05,Narsaq Kayak Hostel
254,Clyde River,CA,35.83,fog,70.4692,-68.5914,Qamaq Hotel
255,Narovchat,RU,82.06,overcast clouds,53.8765,43.6946,Mirazh
256,Varna,BG,82.24,clear sky,43.2167,27.9167,Hotel Gran Ivan
260,Kholmogory,RU,66.31,overcast clouds,64.2229,41.656,Гостевая комната
261,Aklavik,CA,45.43,scattered clouds,68.2191,-135.0107,Aklavik Inn
